Institution,Fiscal Year,Study Level,Program Name,HEADCOUNT
Toronto,2022-2023,Graduate,Criminology and Sociolegal Studies,48
Toronto,2022-2023,Graduate,Dentistry,37
Toronto,2022-2023,Graduate,Dentistry - Dental Anaesthesia,*
Toronto,2022-2023,Graduate,Dentistry - Dental Public Health,*
Toronto,2022-2023,Graduate,Dentistry - Endodontics,*
Toronto,2022-2023,Graduate,Dentistry - Oral Maxillofacial Surgery,*
Toronto,2022-2023,Graduate,Dentistry - Oral Pathology and Medicine,*
Toronto,2022-2023,Graduate,Dentistry - Oral Radiology,*
Toronto,2022-2023,Graduate,Dentistry - Orthodontics,14
Toronto,2022-2023,Graduate,Dentistry - Paediatric,10
Toronto,2022-2023,Graduate,Dentistry - Periodontology,*
Toronto,2022-2023,Graduate,Dentistry - Prosthodontics,*
Toronto,2022-2023,Graduate,Drama,35
Toronto,2022-2023,Graduate,East Asian Studies,54
Toronto,2022-2023,Graduate,Ecology & Evolutionary Biology,145
Toronto,2022-2023,Graduate,Ecology and Evolutionary Biology,*
Toronto,2022-2023,Graduate,Economics,163
Toronto,2022-2023,Graduate,Economics - Financial Economics,*
Toronto,2022-2023,Graduate,Economics - Financial Economics (Summer Start),57
Toronto,2022-2023,Graduate,Education - Adult Education & Community Development,35
Toronto,2022-2023,Graduate,Education - Adult Education & Counselling Psychology,154
Toronto,2022-2023,Graduate,Education - Child Study and Education,140
Toronto,2022-2023,Graduate,Education - Counselling Psychology,148
Toronto,2022-2023,Graduate,Education - Counselling and Clinical Psychology,49
Toronto,2022-2023,Graduate,"Education - Curriculum, Teaching & Learning",1330
Toronto,2022-2023,Graduate,Education - Developmental Psychology & Education,324
Toronto,2022-2023,Graduate,Education - Educational Leadership and Policy,238
Toronto,2022-2023,Graduate,Education - Higher Education,168
Toronto,2022-2023,Graduate,Education - History & Philosophy of Education,*
Toronto,2022-2023,Graduate,Education - Social Justice Education,287
Toronto,2022-2023,Graduate,Electrical & Computer Engineering,744
Toronto,2022-2023,Graduate,English,153
Toronto,2022-2023,Graduate,Environment and Sustainability,12
Toronto,2022-2023,Graduate,Environmental Science,126
Toronto,2022-2023,Graduate,European and Russian Affairs,50
Toronto,2022-2023,Graduate,Exercise Science,40
Toronto,2022-2023,Graduate,Financial Insurance,30
Toronto,2022-2023,Graduate,Financial Risk Management,64
Toronto,2022-2023,Graduate,Forest Conservation,45
Toronto,2022-2023,Graduate,Forestry,38
Toronto,2022-2023,Graduate,French,31
Toronto,2022-2023,Graduate,Genetic Counselling,13
Toronto,2022-2023,Graduate,Geography,147
Toronto,2022-2023,Graduate,Geology,55
Toronto,2022-2023,Graduate,Germanic Languages and Literatures,*
Toronto,2022-2023,Graduate,"Germanic Literature, Culture and Theory",16
Toronto,2022-2023,Graduate,Global Professional Master of Laws,120
Toronto,2022-2023,Graduate,Health Administration,420
Toronto,2022-2023,Graduate,Health informatics,115
Toronto,2022-2023,Graduate,History,118
Toronto,2022-2023,Graduate,History & Philosophy of Science & Technology,44
Toronto,2022-2023,Graduate,Immunology,134
Toronto,2022-2023,Graduate,Industrial Relations,13
Toronto,2022-2023,Graduate,Industrial Relations & Human Resources,88
Toronto,2022-2023,Graduate,Information,76
Toronto,2022-2023,Graduate,Information Studies,714
Toronto,2022-2023,Graduate,Italian Studies,18
Toronto,2022-2023,Graduate,Kinesiology,68
Toronto,2022-2023,Graduate,Laboratory Medicine,20
Toronto,2022-2023,Graduate,Laboratory Medicine & Pathobiology,233
Toronto,2022-2023,Graduate,Landscape Architecture,66
Toronto,2022-2023,Graduate,Law - LLM,31
Toronto,2022-2023,Graduate,Law - SJD,35
Toronto,2022-2023,Graduate,Linguistics,60
Toronto,2022-2023,Graduate,Management,88
Toronto,2022-2023,Graduate,Management & Finance,74
Toronto,2022-2023,Graduate,Management & Professional Accounting,181
Toronto,2022-2023,Graduate,Management Analytics,102
Toronto,2022-2023,Graduate,Management of Innovation,25
Toronto,2022-2023,Graduate,Master of Arts in Theological Studies (Emmanuel),*
Toronto,2022-2023,Graduate,Master of Arts in Theological Studies (Knox),*
Toronto,2022-2023,Graduate,Master of Arts in Theological Studies (Regis),*
Toronto,2022-2023,Graduate,Master of Arts in Theological Studies (USMC),*
Toronto,2022-2023,Graduate,Master of Arts in Theological Studies (Wycliffe),*
Toronto,2022-2023,Graduate,Master of Global Affairs,147
Toronto,2022-2023,Graduate,Master of Public Health,286
Toronto,2022-2023,Graduate,Materials Science & Engineering,123
Toronto,2022-2023,Graduate,Materials Science and Engineering - PhD,*
Toronto,2022-2023,Graduate,Mathematical Finance,32
Toronto,2022-2023,Graduate,Mathematics,194
Toronto,2022-2023,Graduate,Mechanical & Industrial Engineering,746
Toronto,2022-2023,Graduate,Medical Biophysics,292
Toronto,2022-2023,Graduate,Medical Genomics,38
Toronto,2022-2023,Graduate,Medical Physiology,24
Toronto,2022-2023,Graduate,Medical Science,526
Toronto,2022-2023,Graduate,Medieval Studies,55
Toronto,2022-2023,Graduate,Ministry,28
Toronto,2022-2023,Graduate,Molecular Genetics,401
Toronto,2022-2023,Graduate,Museum Studies,84
Toronto,2022-2023,Graduate,Music,87
Toronto,2022-2023,Graduate,Music Performance,238
Toronto,2022-2023,Graduate,Near & Middle Eastern Civilizations,79
Toronto,2022-2023,Graduate,Non-Program,69
Toronto,2022-2023,Graduate,Nurse Practitioner,174
Toronto,2022-2023,Graduate,Nursing,128
Toronto,2022-2023,Graduate,Nursing Science,41
Toronto,2022-2023,Graduate,Nutritional Studies,69
Toronto,2022-2023,Graduate,Occupational Therapy,259
Toronto,2022-2023,Graduate,Pharmaceutical Sciences,110
Toronto,2022-2023,Graduate,Pharmacology,179
Toronto,2022-2023,Graduate,Pharmacy,*
Toronto,2022-2023,Graduate,Philosophy,87
Toronto,2022-2023,Graduate,Physical Therapy,219
Toronto,2022-2023,Graduate,Physics,241
Toronto,2022-2023,Graduate,Physiology,187
Toronto,2022-2023,Graduate,Planning,86
Toronto,2022-2023,Graduate,Political Science,197
Toronto,2022-2023,Graduate,Professional Accounting,0
Toronto,2022-2023,Graduate,Professional Kinesiology,65
Toronto,2022-2023,Graduate,Psychology,212
Toronto,2022-2023,Graduate,Public Health,23
Toronto,2022-2023,Graduate,Public Health Sciences,211
Toronto,2022-2023,Graduate,Public Health Sciences - Sociology & Behaviour,*
Toronto,2022-2023,Graduate,Public Policy,173
Toronto,2022-2023,Graduate,Rehabilitation Science,92
Toronto,2022-2023,Graduate,Religion,83
Toronto,2022-2023,Graduate,Religion - PhD,*
Toronto,2022-2023,Graduate,School and Clinical Child Psychology,54
Toronto,2022-2023,Graduate,Slavic Languages & Literature,13
Toronto,2022-2023,Graduate,Social Work,522
Toronto,2022-2023,Graduate,Sociology,125
Toronto,2022-2023,Graduate,Spanish Language,28
Toronto,2022-2023,Graduate,Speech & Language Pathology,131
Toronto,2022-2023,Graduate,Statistics,78
Toronto,2022-2023,Graduate,Sustainability Management,66
Toronto,2022-2023,Graduate,Theology,175
Toronto,2022-2023,Graduate,Translational Research in the Health Sciences,71
Toronto,2022-2023,Graduate,Urban Design (Architecture),20
Toronto,2022-2023,Graduate,Urban Innovation,17
Toronto,2022-2023,Graduate,Visual Studies,16
Toronto,2022-2023,Graduate,Women & Gender Studies,30
